census_geoid,geography_type,state_fips,county_fips,place_fips,geography_name,acs_vintage,median_household_income,total_population,source_id
1600000US0873925,place,08,,73925,"Stepping Stone CDP, Colorado",2024,223839,3137,acs5_2024_place_income
1600000US0873935,place,08,,73935,"Sterling city, Colorado",2024,43283,13172,acs5_2024_place_income
1600000US0873943,place,08,,73943,"Sterling Ranch CDP, Colorado",2024,206719,4213,acs5_2024_place_income
1600000US0874080,place,08,,74080,"Stonegate CDP, Colorado",2024,159086,8906,acs5_2024_place_income
1600000US0874275,place,08,,74275,"Stonewall Gap CDP, Colorado",2024,25583,45,acs5_2024_place_income
1600000US0874375,place,08,,74375,"Strasburg CDP, Colorado",2024,117845,3455,acs5_2024_place_income
1600000US0874430,place,08,,74430,"Stratmoor CDP, Colorado",2024,65000,5412,acs5_2024_place_income
1600000US0874485,place,08,,74485,"Stratton town, Colorado",2024,61583,716,acs5_2024_place_income
1600000US0874815,place,08,,74815,"Sugar City town, Colorado",2024,47798,464,acs5_2024_place_income
1600000US0874980,place,08,,74980,"Sugarloaf CDP, Colorado",2024,,474,acs5_2024_place_income
1600000US0875585,place,08,,75585,"Sunshine CDP, Colorado",2024,,330,acs5_2024_place_income
1600000US0875640,place,08,,75640,"Superior town, Colorado",2024,159434,13305,acs5_2024_place_income
1600000US0875970,place,08,,75970,"Swink town, Colorado",2024,44219,422,acs5_2024_place_income
1600000US0876190,place,08,,76190,"Tabernash CDP, Colorado",2024,111198,466,acs5_2024_place_income
1600000US0876325,place,08,,76325,"Tall Timber CDP, Colorado",2024,203110,382,acs5_2024_place_income
1600000US0876795,place,08,,76795,"Telluride town, Colorado",2024,102405,2160,acs5_2024_place_income
1600000US0877235,place,08,,77235,"The Pinery CDP, Colorado",2024,194446,11871,acs5_2024_place_income
1600000US0877290,place,08,,77290,"Thornton city, Colorado",2024,103088,144187,acs5_2024_place_income
1600000US0877510,place,08,,77510,"Timnath town, Colorado",2024,178257,8941,acs5_2024_place_income
1600000US0877757,place,08,,77757,"Todd Creek CDP, Colorado",2024,194362,5379,acs5_2024_place_income
1600000US0878280,place,08,,78280,"Towaoc CDP, Colorado",2024,22955,1078,acs5_2024_place_income
1600000US0878335,place,08,,78335,"Towner CDP, Colorado",2024,,36,acs5_2024_place_income
1600000US0878345,place,08,,78345,"Trail Side CDP, Colorado",2024,,27,acs5_2024_place_income
1600000US0878610,place,08,,78610,"Trinidad city, Colorado",2024,52273,8286,acs5_2024_place_income
1600000US0879100,place,08,,79100,"Twin Lakes CDP (Adams County), Colorado",2024,95583,8030,acs5_2024_place_income
1600000US0879105,place,08,,79105,"Twin Lakes CDP (Lake County), Colorado",2024,142601,615,acs5_2024_place_income
1600000US0879270,place,08,,79270,"Two Buttes town, Colorado",2024,25000,15,acs5_2024_place_income
1600000US0879785,place,08,,79785,"Upper Bear Creek CDP, Colorado",2024,186071,954,acs5_2024_place_income
1600000US0879800,place,08,,79800,"Upper Witter Gulch CDP, Colorado",2024,250001,731,acs5_2024_place_income
1600000US0880040,place,08,,80040,"Vail town, Colorado",2024,98893,4613,acs5_2024_place_income
1600000US0880095,place,08,,80095,"Valdez CDP, Colorado",2024,,26,acs5_2024_place_income
1600000US0880370,place,08,,80370,"Valmont CDP, Colorado",2024,75357,27,acs5_2024_place_income
1600000US0880755,place,08,,80755,"Vernon CDP, Colorado",2024,,0,acs5_2024_place_income
1600000US0880865,place,08,,80865,"Victor city, Colorado",2024,55521,388,acs5_2024_place_income
1600000US0881030,place,08,,81030,"Vilas town, Colorado",2024,,184,acs5_2024_place_income
1600000US0881305,place,08,,81305,"Vineland CDP, Colorado",2024,,410,acs5_2024_place_income
1600000US0881690,place,08,,81690,"Vona town, Colorado",2024,78750,189,acs5_2024_place_income
1600000US0882130,place,08,,82130,"Walden town, Colorado",2024,40972,573,acs5_2024_place_income
1600000US0882350,place,08,,82350,"Walsenburg city, Colorado",2024,51474,3072,acs5_2024_place_income
1600000US0882460,place,08,,82460,"Walsh town, Colorado",2024,24196,492,acs5_2024_place_income
1600000US0882735,place,08,,82735,"Ward town, Colorado",2024,56875,103,acs5_2024_place_income
1600000US0882900,place,08,,82900,"Watkins CDP, Colorado",2024,158173,847,acs5_2024_place_income
1600000US0883120,place,08,,83120,"Welby CDP, Colorado",2024,80026,16197,acs5_2024_place_income
1600000US0883175,place,08,,83175,"Weldona CDP, Colorado",2024,50147,106,acs5_2024_place_income
1600000US0883230,place,08,,83230,"Wellington town, Colorado",2024,107017,11798,acs5_2024_place_income
1600000US0883450,place,08,,83450,"Westcliffe town, Colorado",2024,53929,419,acs5_2024_place_income
1600000US0883500,place,08,,83500,"Westcreek CDP, Colorado",2024,104750,237,acs5_2024_place_income
1600000US0883835,place,08,,83835,"Westminster city, Colorado",2024,100272,115484,acs5_2024_place_income
1600000US0884000,place,08,,84000,"Weston CDP, Colorado",2024,,24,acs5_2024_place_income
1600000US0884042,place,08,,84042,"West Pleasant View CDP, Colorado",2024,95817,5051,acs5_2024_place_income
1600000US0884440,place,08,,84440,"Wheat Ridge city, Colorado",2024,90564,32070,acs5_2024_place_income
1600000US0884770,place,08,,84770,"Wiggins town, Colorado",2024,91681,1564,acs5_2024_place_income
1600000US0885045,place,08,,85045,"Wiley town, Colorado",2024,60114,422,acs5_2024_place_income
1600000US0885155,place,08,,85155,"Williamsburg town, Colorado",2024,50250,770,acs5_2024_place_income
1600000US0885485,place,08,,85485,"Windsor town, Colorado",2024,127028,37914,acs5_2024_place_income
1600000US0885705,place,08,,85705,"Winter Park town, Colorado",2024,68828,844,acs5_2024_place_income
1600000US0885760,place,08,,85760,"Wolcott CDP, Colorado",2024,,0,acs5_2024_place_income
1600000US0886090,place,08,,86090,"Woodland Park city, Colorado",2024,99238,7949,acs5_2024_place_income
1600000US0886117,place,08,,86117,"Woodmoor CDP, Colorado",2024,171875,8934,acs5_2024_place_income
1600000US0886200,place,08,,86200,"Woody Creek CDP, Colorado",2024,92895,109,acs5_2024_place_income
1600000US0886310,place,08,,86310,"Wray city, Colorado",2024,57171,2114,acs5_2024_place_income
1600000US0886475,place,08,,86475,"Yampa town, Colorado",2024,75109,296,acs5_2024_place_income
1600000US0886750,place,08,,86750,"Yuma city, Colorado",2024,48338,3459,acs5_2024_place_income
1600000US0901150,place,09,,01150,"Ansonia city, Connecticut",2024,85877,19033,acs5_2024_place_income
1600000US0902480,place,09,,02480,"Ball Pond CDP, Connecticut",2024,130417,2627,acs5_2024_place_income
1600000US0902550,place,09,,02550,"Baltic CDP, Connecticut",2024,68958,1157,acs5_2024_place_income
1600000US0902690,place,09,,02690,"Bantam borough, Connecticut",2024,,810,acs5_2024_place_income
1600000US0904790,place,09,,04790,"Bethel CDP, Connecticut",2024,90848,11404,acs5_2024_place_income
1600000US0904945,place,09,,04945,"Bethlehem Village CDP, Connecticut",2024,109256,2195,acs5_2024_place_income
1600000US0904965,place,09,,04965,"Bigelow Corners CDP, Connecticut",2024,119375,884,acs5_2024_place_income
1600000US0906050,place,09,,06050,"Blue Hills CDP, Connecticut",2024,63512,1676,acs5_2024_place_income
1600000US0906155,place,09,,06155,"Bogus Hill CDP, Connecticut",2024,250001,80,acs5_2024_place_income
1600000US0906680,place,09,,06680,"Botsford CDP, Connecticut",2024,250001,635,acs5_2024_place_income
1600000US0907100,place,09,,07100,"Branchville CDP, Connecticut",2024,36250,88,acs5_2024_place_income
1600000US0907345,place,09,,07345,"Branford Center CDP, Connecticut",2024,74150,6305,acs5_2024_place_income
1600000US0908000,place,09,,08000,"Bridgeport city, Connecticut",2024,58685,149153,acs5_2024_place_income
1600000US0908140,place,09,,08140,"Bridgewater CDP, Connecticut",2024,140833,130,acs5_2024_place_income
1600000US0908420,place,09,,08420,"Bristol city, Connecticut",2024,79076,61462,acs5_2024_place_income
1600000US0908770,place,09,,08770,"Broad Brook CDP, Connecticut",2024,97625,3609,acs5_2024_place_income
1600000US0909050,place,09,,09050,"Brookfield Center CDP, Connecticut",2024,172500,248,acs5_2024_place_income
1600000US0909120,place,09,,09120,"Brooklyn CDP, Connecticut",2024,76333,986,acs5_2024_place_income
1600000US0910660,place,09,,10660,"Byram CDP, Connecticut",2024,99734,4633,acs5_2024_place_income
1600000US0910870,place,09,,10870,"Canaan CDP, Connecticut",2024,48214,961,acs5_2024_place_income
1600000US0911360,place,09,,11360,"Candlewood Isle CDP, Connecticut",2024,250001,633,acs5_2024_place_income
1600000US0911430,place,09,,11430,"Candlewood Knolls CDP, Connecticut",2024,164250,224,acs5_2024_place_income
1600000US0911500,place,09,,11500,"Candlewood Lake Club CDP, Connecticut",2024,250001,255,acs5_2024_place_income
1600000US0911640,place,09,,11640,"Candlewood Orchards CDP, Connecticut",2024,131250,900,acs5_2024_place_income
1600000US0911780,place,09,,11780,"Candlewood Shores CDP, Connecticut",2024,183587,525,acs5_2024_place_income
1600000US0911990,place,09,,11990,"Cannondale CDP, Connecticut",2024,250001,758,acs5_2024_place_income
1600000US0912370,place,09,,12370,"Canton Valley CDP, Connecticut",2024,91678,1186,acs5_2024_place_income
1600000US0914200,place,09,,14200,"Cheshire Village CDP, Connecticut",2024,117218,6172,acs5_2024_place_income
1600000US0914370,place,09,,14370,"Chester Center CDP, Connecticut",2024,89375,2026,acs5_2024_place_income
1600000US0914615,place,09,,14615,"Chimney Point CDP, Connecticut",2024,101213,117,acs5_2024_place_income
1600000US0915420,place,09,,15420,"Clinton CDP, Connecticut",2024,102750,3465,acs5_2024_place_income
1600000US0915840,place,09,,15840,"Colchester CDP, Connecticut",2024,86760,4692,acs5_2024_place_income
1600000US0916085,place,09,,16085,"Coleytown CDP, Connecticut",2024,250001,3472,acs5_2024_place_income
1600000US0916120,place,09,,16120,"Collinsville CDP, Connecticut",2024,94815,3963,acs5_2024_place_income
1600000US0916525,place,09,,16525,"Compo CDP, Connecticut",2024,250001,3410,acs5_2024_place_income
1600000US0916960,place,09,,16960,"Conning Towers-Nautilus Park CDP, Connecticut",2024,81694,8460,acs5_2024_place_income
1600000US0917170,place,09,,17170,"Cornwall CDP, Connecticut",2024,,84,acs5_2024_place_income
1600000US0917310,place,09,,17310,"Cornwall Bridge CDP, Connecticut",2024,,248,acs5_2024_place_income
1600000US0917520,place,09,,17520,"Cos Cob CDP, Connecticut",2024,190481,7546,acs5_2024_place_income
1600000US0917835,place,09,,17835,"Coventry Lake CDP, Connecticut",2024,73224,2647,acs5_2024_place_income
1600000US0918220,place,09,,18220,"Crystal Lake CDP, Connecticut",2024,143882,2024,acs5_2024_place_income
1600000US0918430,place,09,,18430,"Danbury city, Connecticut",2024,83393,87263,acs5_2024_place_income
1600000US0918675,place,09,,18675,"Daniels Farm CDP, Connecticut",2024,189091,5976,acs5_2024_place_income
1600000US0918780,place,09,,18780,"Danielson borough, Connecticut",2024,64050,4209,acs5_2024_place_income
1600000US0918936,place,09,,18936,"Darien Downtown CDP, Connecticut",2024,166085,1242,acs5_2024_place_income
1600000US0918990,place,09,,18990,"Dayville CDP, Connecticut",2024,66707,452,acs5_2024_place_income
1600000US0919200,place,09,,19200,"Deep River Center CDP, Connecticut",2024,71447,2407,acs5_2024_place_income
1600000US0919480,place,09,,19480,"Derby city, Connecticut",2024,79500,12487,acs5_2024_place_income
1600000US0920250,place,09,,20250,"Dodgingtown CDP, Connecticut",2024,134091,285,acs5_2024_place_income
1600000US0920740,place,09,,20740,"Durham CDP, Connecticut",2024,152396,3347,acs5_2024_place_income
1600000US0921160,place,09,,21160,"East Brooklyn CDP, Connecticut",2024,73698,2377,acs5_2024_place_income
1600000US0922420,place,09,,22420,"East Hampton CDP, Connecticut",2024,123929,3347,acs5_2024_place_income
1600000US0922700,place,09,,22700,"East Hartford CDP, Connecticut",2024,70778,50918,acs5_2024_place_income
1600000US0922980,place,09,,22980,"East Haven CDP, Connecticut",2024,94628,27806,acs5_2024_place_income
1600000US0924520,place,09,,24520,"East Village CDP, Connecticut",2024,177159,3998,acs5_2024_place_income
1600000US0926370,place,09,,26370,"Essex Village CDP, Connecticut",2024,102885,2705,acs5_2024_place_income
1600000US0926698,place,09,,26698,"Fairfield University CDP, Connecticut",2024,,2939,acs5_2024_place_income
1600000US0927390,place,09,,27390,"Falls Village CDP, Connecticut",2024,53750,410,acs5_2024_place_income
1600000US0927810,place,09,,27810,"Fenwick borough, Connecticut",2024,171042,49,acs5_2024_place_income
1600000US0930190,place,09,,30190,"Gales Ferry CDP, Connecticut",2024,80735,1141,acs5_2024_place_income
1600000US0930470,place,09,,30470,"Gaylordsville CDP, Connecticut",2024,122407,740,acs5_2024_place_income
1600000US0930540,place,09,,30540,"Georgetown CDP, Connecticut",2024,181364,1932,acs5_2024_place_income
1600000US0931270,place,09,,31270,"Glastonbury Center CDP, Connecticut",2024,107357,7266,acs5_2024_place_income
1600000US0931520,place,09,,31520,"Glenville CDP, Connecticut",2024,220865,2656,acs5_2024_place_income
1600000US0933480,place,09,,33480,"Greens Farms CDP, Connecticut",2024,250001,3229,acs5_2024_place_income
1600000US0933690,place,09,,33690,"Greenwich CDP, Connecticut",2024,134914,14792,acs5_2024_place_income
1600000US0934180,place,09,,34180,"Groton city, Connecticut",2024,79577,9490,acs5_2024_place_income
1600000US0934460,place,09,,34460,"Groton Long Point borough, Connecticut",2024,172500,546,acs5_2024_place_income
1600000US0935020,place,09,,35020,"Guilford Center CDP, Connecticut",2024,82273,2263,acs5_2024_place_income
1600000US0937000,place,09,,37000,"Hartford city, Connecticut",2024,46411,121127,acs5_2024_place_income
1600000US0937490,place,09,,37490,"Hawleyville CDP, Connecticut",2024,155962,164,acs5_2024_place_income
1600000US0937770,place,09,,37770,"Hazardville CDP, Connecticut",2024,81893,6022,acs5_2024_place_income
1600000US0937930,place,09,,37930,"Heritage Village CDP, Connecticut",2024,62059,4968,acs5_2024_place_income
1600000US0938050,place,09,,38050,"Higganum CDP, Connecticut",2024,127759,1742,acs5_2024_place_income
1600000US0939695,place,09,,39695,"Indian Field CDP, Connecticut",2024,250001,716,acs5_2024_place_income
1600000US0939747,place,09,,39747,"Inglenook CDP, Connecticut",2024,108242,1056,acs5_2024_place_income
1600000US0939940,place,09,,39940,"Jewett City borough, Connecticut",2024,55530,3429,acs5_2024_place_income
1600000US0940077,place,09,,40077,"Kellogg Point CDP, Connecticut",2024,,22,acs5_2024_place_income
1600000US0940150,place,09,,40150,"Kensington CDP, Connecticut",2024,109447,9962,acs5_2024_place_income
1600000US0940920,place,09,,40920,"Knollcrest CDP, Connecticut",2024,163125,266,acs5_2024_place_income
1600000US0941226,place,09,,41226,"Lake Bungee CDP, Connecticut",2024,88369,543,acs5_2024_place_income
1600000US0941238,place,09,,41238,"Lake Chaffee CDP, Connecticut",2024,104375,235,acs5_2024_place_income
1600000US0941410,place,09,,41410,"Lake Pocotopaug CDP, Connecticut",2024,118150,4875,acs5_2024_place_income
1600000US0941585,place,09,,41585,"Lakes East CDP, Connecticut",2024,217534,1227,acs5_2024_place_income
1600000US0941714,place,09,,41714,"Lakeside Woods CDP, Connecticut",2024,,363,acs5_2024_place_income
1600000US0941736,place,09,,41736,"Lakes West CDP, Connecticut",2024,220313,1395,acs5_2024_place_income
1600000US0941830,place,09,,41830,"Lakeville CDP, Connecticut",2024,163375,510,acs5_2024_place_income
1600000US0943300,place,09,,43300,"Litchfield borough, Connecticut",2024,109773,1251,acs5_2024_place_income
1600000US0943580,place,09,,43580,"Long Hill CDP (Greater Bridgeport County), Connecticut",2024,178456,8681,acs5_2024_place_income
1600000US0943790,place,09,,43790,"Long Hill CDP (Southeastern Connecticut County), Connecticut",2024,84201,4399,acs5_2024_place_income
1600000US0944000,place,09,,44000,"Lordship CDP, Connecticut",2024,84606,3669,acs5_2024_place_income
1600000US0944630,place,09,,44630,"Madison Center CDP, Connecticut",2024,178194,1981,acs5_2024_place_income
1600000US0944660,place,09,,44660,"Mamanasco Lake CDP, Connecticut",2024,221250,499,acs5_2024_place_income
1600000US0944690,place,09,,44690,"Manchester CDP, Connecticut",2024,74267,36759,acs5_2024_place_income
1600000US0945120,place,09,,45120,"Mansfield Center CDP, Connecticut",2024,135349,785,acs5_2024_place_income
1600000US0945995,place,09,,45995,"Mashantucket CDP, Connecticut",2024,125000,86,acs5_2024_place_income
1600000US0946240,place,09,,46240,"Mechanicsville CDP, Connecticut",2024,44349,721,acs5_2024_place_income
1600000US0946450,place,09,,46450,"Meriden city, Connecticut",2024,71253,60545,acs5_2024_place_income
1600000US0947290,place,09,,47290,"Middletown city, Connecticut",2024,79438,47958,acs5_2024_place_income
1600000US0947515,place,09,,47515,"Milford city (balance), Connecticut",2024,111201,51023,acs5_2024_place_income
1600000US0947990,place,09,,47990,"Mill Plain CDP, Connecticut",2024,200380,2033,acs5_2024_place_income
1600000US0949110,place,09,,49110,"Moodus CDP, Connecticut",2024,103457,2042,acs5_2024_place_income
1600000US0949180,place,09,,49180,"Moosup CDP, Connecticut",2024,73024,2885,acs5_2024_place_income
1600000US0949720,place,09,,49720,"Murray CDP, Connecticut",2024,244375,503,acs5_2024_place_income
1600000US0949810,place,09,,49810,"Mystic CDP, Connecticut",2024,152559,4483,acs5_2024_place_income
1600000US0949880,place,09,,49880,"Naugatuck borough, Connecticut",2024,96324,31800,acs5_2024_place_income
1600000US0950370,place,09,,50370,"New Britain city, Connecticut",2024,58613,74223,acs5_2024_place_income
1600000US0950576,place,09,,50576,"New Canaan CDP, Connecticut",2024,146700,6896,acs5_2024_place_income
1600000US0951420,place,09,,51420,"New Hartford Center CDP, Connecticut",2024,76853,1373,acs5_2024_place_income
1600000US0952000,place,09,,52000,"New Haven city, Connecticut",2024,56851,134349,acs5_2024_place_income
1600000US0952210,place,09,,52210,"Newington CDP, Connecticut",2024,102884,30896,acs5_2024_place_income
1600000US0952280,place,09,,52280,"New London city, Connecticut",2024,59098,27625,acs5_2024_place_income
1600000US0952560,place,09,,52560,"New Milford CDP, Connecticut",2024,83235,8188,acs5_2024_place_income
1600000US0952770,place,09,,52770,"New Preston CDP, Connecticut",2024,76406,1146,acs5_2024_place_income
1600000US0952910,place,09,,52910,"Newtown borough, Connecticut",2024,164821,1898,acs5_2024_place_income
1600000US0953120,place,09,,53120,"Niantic CDP, Connecticut",2024,81250,3123,acs5_2024_place_income
1600000US0953260,place,09,,53260,"Noank CDP, Connecticut",2024,143583,1859,acs5_2024_place_income
1600000US0953400,place,09,,53400,"Norfolk CDP, Connecticut",2024,74659,523,acs5_2024_place_income
1600000US0953540,place,09,,53540,"Noroton CDP, Connecticut",2024,250001,5539,acs5_2024_place_income
1600000US0953610,place,09,,53610,"Noroton Heights CDP, Connecticut",2024,250001,2782,acs5_2024_place_income
1600000US0954450,place,09,,54450,"Northford CDP, Connecticut",2024,105174,6186,acs5_2024_place_income
1600000US0954660,place,09,,54660,"North Granby CDP, Connecticut",2024,110741,1451,acs5_2024_place_income
1600000US0954730,place,09,,54730,"North Grosvenor Dale CDP, Connecticut",2024,,1212,acs5_2024_place_income
1600000US0954940,place,09,,54940,"North Haven CDP, Connecticut",2024,132689,24336,acs5_2024_place_income
1600000US0955725,place,09,,55725,"Northwest Harwinton CDP, Connecticut",2024,109458,3088,acs5_2024_place_income
1600000US0955990,place,09,,55990,"Norwalk city, Connecticut",2024,107616,92187,acs5_2024_place_income
1600000US0956200,place,09,,56200,"Norwich city, Connecticut",2024,65024,39973,acs5_2024_place_income
1600000US0956690,place,09,,56690,"Oakville CDP, Connecticut",2024,95515,9276,acs5_2024_place_income
1600000US0956900,place,09,,56900,"Old Greenwich CDP, Connecticut",2024,250001,6936,acs5_2024_place_income
1600000US0956935,place,09,,56935,"Old Hill CDP, Connecticut",2024,250001,2990,acs5_2024_place_income
1600000US0957180,place,09,,57180,"Old Mystic CDP, Connecticut",2024,130903,3340,acs5_2024_place_income
1600000US0957390,place,09,,57390,"Old Saybrook Center CDP, Connecticut",2024,93875,1659,acs5_2024_place_income
1600000US0957670,place,09,,57670,"Orange CDP, Connecticut",2024,142325,14315,acs5_2024_place_income
1600000US0957880,place,09,,57880,"Oronoque CDP, Connecticut",2024,72417,4116,acs5_2024_place_income
1600000US0958520,place,09,,58520,"Oxoboxo River CDP, Connecticut",2024,69167,2782,acs5_2024_place_income
1600000US0959140,place,09,,59140,"Pawcatuck CDP, Connecticut",2024,80114,5577,acs5_2024_place_income
1600000US0959210,place,09,,59210,"Pemberwick CDP, Connecticut",2024,132326,3665,acs5_2024_place_income
1600000US0960090,place,09,,60090,"Plainfield Village CDP, Connecticut",2024,54375,2316,acs5_2024_place_income
1600000US0960260,place,09,,60260,"Plantsville CDP, Connecticut",2024,113299,2220,acs5_2024_place_income
1600000US0960365,place,09,,60365,"Plattsville CDP, Connecticut",2024,173750,910,acs5_2024_place_income
1600000US0960540,place,09,,60540,"Pleasant Valley CDP, Connecticut",2024,76991,219,acs5_2024_place_income
1600000US0961555,place,09,,61555,"Poplar Plains CDP, Connecticut",2024,178816,1141,acs5_2024_place_income
1600000US0961730,place,09,,61730,"Poquonock Bridge CDP, Connecticut",2024,36940,1105,acs5_2024_place_income
1600000US0961870,place,09,,61870,"Portland CDP, Connecticut",2024,89401,5944,acs5_2024_place_income
1600000US0962640,place,09,,62640,"Putnam CDP, Connecticut",2024,65511,7120,acs5_2024_place_income
1600000US0963165,place,09,,63165,"Quasset Lake CDP, Connecticut",2024,,361,acs5_2024_place_income
1600000US0963270,place,09,,63270,"Quinebaug CDP, Connecticut",2024,105181,1193,acs5_2024_place_income
1600000US0963313,place,09,,63313,"Quinnipiac University CDP, Connecticut",2024,,4311,acs5_2024_place_income
1600000US0963620,place,09,,63620,"Redding Center CDP, Connecticut",2024,188482,262,acs5_2024_place_income
1600000US0963830,place,09,,63830,"Ridgebury CDP, Connecticut",2024,216944,2060,acs5_2024_place_income
1600000US0963900,place,09,,63900,"Ridgefield CDP, Connecticut",2024,148279,6970,acs5_2024_place_income
1600000US0964530,place,09,,64530,"Riverside CDP, Connecticut",2024,250001,8954,acs5_2024_place_income
1600000US0964880,place,09,,64880,"Riverton CDP, Connecticut",2024,123923,318,acs5_2024_place_income
1600000US0965160,place,09,,65160,"Rock Ridge CDP, Connecticut",2024,226838,482,acs5_2024_place_income
1600000US0965230,place,09,,65230,"Rockville CDP, Connecticut",2024,51232,7072,acs5_2024_place_income
1600000US0965685,place,09,,65685,"Route 7 Gateway CDP, Connecticut",2024,128636,1108,acs5_2024_place_income
1600000US0966086,place,09,,66086,"Sacred Heart University CDP, Connecticut",2024,,1436,acs5_2024_place_income
1600000US0966113,place,09,,66113,"Sail Harbor CDP, Connecticut",2024,247344,120,acs5_2024_place_income
1600000US0966455,place,09,,66455,"Salmon Brook CDP, Connecticut",2024,74375,2343,acs5_2024_place_income
1600000US0966700,place,09,,66700,"Sandy Hook CDP, Connecticut",2024,160814,9863,acs5_2024_place_income
1600000US0966770,place,09,,66770,"Saugatuck CDP, Connecticut",2024,250001,2925,acs5_2024_place_income
1600000US0967050,place,09,,67050,"Saybrook Manor CDP, Connecticut",2024,119670,1358,acs5_2024_place_income
1600000US0967890,place,09,,67890,"Sharon CDP, Connecticut",2024,162617,631,acs5_2024_place_income
1600000US0968100,place,09,,68100,"Shelton city, Connecticut",2024,108185,41889,acs5_2024_place_income
1600000US0968240,place,09,,68240,"Sherman CDP, Connecticut",2024,,0,acs5_2024_place_income
1600000US0968450,place,09,,68450,"Sherwood Manor CDP, Connecticut",2024,90821,5706,acs5_2024_place_income
1600000US0969010,place,09,,69010,"Simsbury Center CDP, Connecticut",2024,138242,6198,acs5_2024_place_income
1600000US0969150,place,09,,69150,"Somers CDP, Connecticut",2024,68779,2056,acs5_2024_place_income
1600000US0969990,place,09,,69990,"South Coventry CDP, Connecticut",2024,107767,1434,acs5_2024_place_income
1600000US0971040,place,09,,71040,"Southport CDP, Connecticut",2024,159688,1568,acs5_2024_place_income
1600000US0971215,place,09,,71215,"South Wilton CDP, Connecticut",2024,208500,1444,acs5_2024_place_income
1600000US0971250,place,09,,71250,"South Windham CDP, Connecticut",2024,75045,1281,acs5_2024_place_income
1600000US0971460,place,09,,71460,"Southwood Acres CDP, Connecticut",2024,110286,8115,acs5_2024_place_income
1600000US0971530,place,09,,71530,"South Woodstock CDP, Connecticut",2024,97801,1340,acs5_2024_place_income
1600000US0972300,place,09,,72300,"Stafford Springs CDP, Connecticut",2024,59028,4649,acs5_2024_place_income
1600000US0973000,place,09,,73000,"Stamford city, Connecticut",2024,111586,137144,acs5_2024_place_income
1600000US0973175,place,09,,73175,"Staples CDP, Connecticut",2024,192656,7340,acs5_2024_place_income
1600000US0973280,place,09,,73280,"Stepney CDP, Connecticut",2024,153966,3979,acs5_2024_place_income
1600000US0973700,place,09,,73700,"Stonington borough, Connecticut",2024,109167,934,acs5_2024_place_income
1600000US0973980,place,09,,73980,"Storrs CDP, Connecticut",2024,37839,15207,acs5_2024_place_income
1600000US0974303,place,09,,74303,"Stratford Downtown CDP, Connecticut",2024,73750,1662,acs5_2024_place_income
1600000US0974655,place,09,,74655,"Suffield Depot CDP, Connecticut",2024,91625,2006,acs5_2024_place_income
1600000US0975065,place,09,,75065,"Taylor Corners CDP, Connecticut",2024,140726,481,acs5_2024_place_income
1600000US0975100,place,09,,75100,"Tariffville CDP, Connecticut",2024,106944,1419,acs5_2024_place_income
1600000US0975116,place,09,,75116,"Tashua CDP, Connecticut",2024,213971,3771,acs5_2024_place_income
1600000US0975200,place,09,,75200,"Terramuggus CDP, Connecticut",2024,141923,968,acs5_2024_place_income
1600000US0975240,place,09,,75240,"Terryville CDP, Connecticut",2024,72813,5461,acs5_2024_place_income
1600000US0975660,place,09,,75660,"Thomaston CDP, Connecticut",2024,79674,1988,acs5_2024_place_income
1600000US0975940,place,09,,75940,"Thompsonville CDP, Connecticut",2024,71805,7927,acs5_2024_place_income
1600000US0976150,place,09,,76150,"Tokeneke CDP, Connecticut",2024,250001,2951,acs5_2024_place_income
1600000US0976400,place,09,,76400,"Topstone CDP, Connecticut",2024,144844,122,acs5_2024_place_income
1600000US0976500,place,09,,76500,"Torrington city, Connecticut",2024,70856,35547,acs5_2024_place_income
1600000US0977278,place,09,,77278,"Trumbull Center CDP, Connecticut",2024,123708,10264,acs5_2024_place_income
1600000US0978880,place,09,,78880,"Wallingford Center CDP, Connecticut",2024,89959,18208,acs5_2024_place_income
1600000US0980000,place,09,,80000,"Waterbury city, Connecticut",2024,51886,114869,acs5_2024_place_income
1600000US0980210,place,09,,80210,"Waterford CDP, Connecticut",2024,73156,3304,acs5_2024_place_income
1600000US0980420,place,09,,80420,"Watertown CDP, Connecticut",2024,103200,3897,acs5_2024_place_income
1600000US0980630,place,09,,80630,"Wauregan CDP, Connecticut",2024,79545,1049,acs5_2024_place_income
1600000US0980770,place,09,,80770,"Weatogue CDP, Connecticut",2024,163714,2672,acs5_2024_place_income
1600000US0981750,place,09,,81750,"Westbrook Center CDP, Connecticut",2024,74618,2501,acs5_2024_place_income
1600000US0982030,place,09,,82030,"West Cornwall CDP, Connecticut",2024,175156,70,acs5_2024_place_income
1600000US0982660,place,09,,82660,"West Hartford CDP, Connecticut",2024,129890,63620,acs5_2024_place_income
1600000US0982800,place,09,,82800,"West Haven city, Connecticut",2024,74382,55351,acs5_2024_place_income
1600000US0983045,place,09,,83045,"West Mountain CDP, Connecticut",2024,250001,387,acs5_2024_place_income
1600000US0983360,place,09,,83360,"Weston CDP, Connecticut",2024,250001,966,acs5_2024_place_income
1600000US0983586,place,09,,83586,"Westport Village CDP, Connecticut",2024,250001,3021,acs5_2024_place_income
1600000US0983990,place,09,,83990,"West Simsbury CDP, Connecticut",2024,201397,3000,acs5_2024_place_income
1600000US0984970,place,09,,84970,"Wethersfield CDP, Connecticut",2024,126806,27250,acs5_2024_place_income
