census_geoid,geography_type,state_fips,place_fips,geography_name,acs_vintage,total_population,white_alone_pct,black_alone_pct,asian_alone_pct,hispanic_or_latino_pct,foreign_born_pct,under_18_pct,source_id
1600000US0100100,place,01,00100,"Abanda CDP, Alabama",2024,257,22.179,0.0,0.0,0.0,0.0,10.895,acs5_2024_place_demographics
1600000US0100124,place,01,00124,"Abbeville city, Alabama",2024,2748,47.489,49.818,0.0,3.057,0.946,16.157,acs5_2024_place_demographics
1600000US0100460,place,01,00460,"Adamsville city, Alabama",2024,4266,24.801,61.017,1.313,0.0,6.095,24.027,acs5_2024_place_demographics
1600000US0100484,place,01,00484,"Addison town, Alabama",2024,649,97.689,0.0,0.0,0.0,0.0,20.493,acs5_2024_place_demographics
1600000US0100676,place,01,00676,"Akron town, Alabama",2024,243,18.107,67.078,0.0,0.0,0.0,26.337,acs5_2024_place_demographics
1600000US0100820,place,01,00820,"Alabaster city, Alabama",2024,33917,70.947,16.254,1.109,12.354,6.899,24.755,acs5_2024_place_demographics
1600000US0100988,place,01,00988,"Albertville city, Alabama",2024,22813,65.314,4.778,0.552,30.811,13.961,29.764,acs5_2024_place_demographics
1600000US0101132,place,01,01132,"Alexander City city, Alabama",2024,14606,57.36,30.07,1.39,6.429,3.54,23.97,acs5_2024_place_demographics
1600000US0101180,place,01,01180,"Alexandria CDP, Alabama",2024,3475,82.734,5.698,0.518,0.0,0.921,18.964,acs5_2024_place_demographics
1600000US0101228,place,01,01228,"Aliceville city, Alabama",2024,2211,16.011,82.768,0.0,0.317,0.0,36.771,acs5_2024_place_demographics
1600000US0101396,place,01,01396,"Allgood town, Alabama",2024,759,62.714,0.0,0.0,61.528,32.411,31.621,acs5_2024_place_demographics
1600000US0101660,place,01,01660,"Altoona town, Alabama",2024,1252,96.006,0.16,0.0,6.39,1.597,13.498,acs5_2024_place_demographics
1600000US0101708,place,01,01708,"Andalusia city, Alabama",2024,8766,64.67,27.413,0.0,4.084,1.54,25.587,acs5_2024_place_demographics
1600000US0101756,place,01,01756,"Anderson town, Alabama",2024,410,90.976,0.976,5.122,1.22,5.61,10.732,acs5_2024_place_demographics
1600000US0101852,place,01,01852,"Anniston city, Alabama",2024,21271,42.866,50.684,0.508,4.17,2.746,20.841,acs5_2024_place_demographics
1600000US0102116,place,01,02116,"Arab city, Alabama",2024,8679,90.817,0.899,1.728,6.694,2.339,27.031,acs5_2024_place_demographics
1600000US0102260,place,01,02260,"Ardmore town, Alabama",2024,1384,93.425,0.217,0.0,1.373,0.434,21.098,acs5_2024_place_demographics
1600000US0102320,place,01,02320,"Argo city, Alabama",2024,4479,86.202,9.734,0.0,1.429,0.0,25.184,acs5_2024_place_demographics
1600000US0102428,place,01,02428,"Ariton town, Alabama",2024,614,80.782,16.124,0.0,8.632,4.397,26.71,acs5_2024_place_demographics
1600000US0102500,place,01,02500,"Arley town, Alabama",2024,523,94.455,0.0,1.147,0.765,0.956,23.327,acs5_2024_place_demographics
1600000US0102836,place,01,02836,"Ashford city, Alabama",2024,2447,73.151,20.842,0.082,3.433,0.613,23.743,acs5_2024_place_demographics
1600000US0102860,place,01,02860,"Ashland town, Alabama",2024,1797,71.063,20.312,0.0,1.669,1.057,20.423,acs5_2024_place_demographics
1600000US0102908,place,01,02908,"Ashville city, Alabama",2024,2464,82.305,15.706,0.365,1.096,0.771,22.606,acs5_2024_place_demographics
1600000US0102956,place,01,02956,"Athens city, Alabama",2024,29002,70.354,17.033,1.062,8.603,5.755,20.219,acs5_2024_place_demographics
1600000US0103004,place,01,03004,"Atmore city, Alabama",2024,8334,41.289,50.96,0.18,3.132,1.404,14.903,acs5_2024_place_demographics
1600000US0103028,place,01,03028,"Attalla city, Alabama",2024,5775,83.203,8.554,0.0,5.368,0.831,16.398,acs5_2024_place_demographics
1600000US0103076,place,01,03076,"Auburn city, Alabama",2024,80594,66.762,17.197,8.513,5.412,10.713,19.343,acs5_2024_place_demographics
1600000US0103220,place,01,03220,"Autaugaville town, Alabama",2024,809,28.554,70.828,0.0,0.494,0.0,14.71,acs5_2024_place_demographics
1600000US0103364,place,01,03364,"Avon town, Alabama",2024,378,92.593,5.291,0.0,0.0,0.0,16.402,acs5_2024_place_demographics
1600000US0103508,place,01,03508,"Axis CDP, Alabama",2024,326,87.117,8.282,0.0,0.0,0.0,13.497,acs5_2024_place_demographics
1600000US0103556,place,01,03556,"Babbie town, Alabama",2024,790,99.494,0.0,0.0,0.0,0.0,24.177,acs5_2024_place_demographics
1600000US0103676,place,01,03676,"Baileyton town, Alabama",2024,1039,97.209,0.0,0.0,2.117,0.481,25.024,acs5_2024_place_demographics
1600000US0103724,place,01,03724,"Bakerhill town, Alabama",2024,244,89.754,10.246,0.0,0.0,0.0,35.246,acs5_2024_place_demographics
1600000US0103820,place,01,03820,"Ballplay CDP, Alabama",2024,842,92.399,0.0,0.0,0.0,0.0,12.114,acs5_2024_place_demographics
1600000US0103940,place,01,03940,"Banks town, Alabama",2024,320,68.125,31.875,0.0,0.0,0.0,16.562,acs5_2024_place_demographics
1600000US0104660,place,01,04660,"Bay Minette city, Alabama",2024,8295,51.851,39.843,1.157,3.797,2.339,21.76,acs5_2024_place_demographics
1600000US0104684,place,01,04684,"Bayou La Batre city, Alabama",2024,1881,59.011,2.871,18.022,3.509,9.25,26.582,acs5_2024_place_demographics
1600000US0104852,place,01,04852,"Bear Creek town, Alabama",2024,1474,98.507,0.204,0.0,0.136,0.0,22.592,acs5_2024_place_demographics
1600000US0104900,place,01,04900,"Beatrice town, Alabama",2024,182,26.374,73.626,0.0,0.0,0.549,23.626,acs5_2024_place_demographics
1600000US0104948,place,01,04948,"Beaverton town, Alabama",2024,208,99.038,0.0,0.0,3.846,3.365,15.385,acs5_2024_place_demographics
1600000US0105140,place,01,05140,"Belgreen CDP, Alabama",2024,58,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0105164,place,01,05164,"Belk town, Alabama",2024,293,97.27,0.0,2.73,0.0,2.73,24.232,acs5_2024_place_demographics
1600000US0105188,place,01,05188,"Bellamy CDP, Alabama",2024,158,3.797,96.203,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0105212,place,01,05212,"Belle Fontaine CDP, Alabama",2024,772,94.819,0.0,2.72,2.461,4.404,16.969,acs5_2024_place_demographics
1600000US0105692,place,01,05692,"Benton town, Alabama",2024,32,81.25,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0105812,place,01,05812,"Berlin town, Alabama",2024,887,80.496,5.975,0.0,10.372,3.495,23.788,acs5_2024_place_demographics
1600000US0105932,place,01,05932,"Berry town, Alabama",2024,1040,87.019,9.038,0.0,0.0,1.058,17.596,acs5_2024_place_demographics
1600000US0105980,place,01,05980,"Bessemer city, Alabama",2024,25400,21.563,66.634,0.079,10.394,4.024,19.984,acs5_2024_place_demographics
1600000US0106460,place,01,06460,"Billingsley town, Alabama",2024,115,82.609,5.217,0.0,10.435,0.0,4.348,acs5_2024_place_demographics
1600000US0107000,place,01,07000,"Birmingham city, Alabama",2024,198173,24.845,66.869,1.38,4.757,4.653,18.891,acs5_2024_place_demographics
1600000US0107120,place,01,07120,"Black town, Alabama",2024,467,100.0,0.0,0.0,0.0,0.0,34.904,acs5_2024_place_demographics
1600000US0107456,place,01,07456,"Blountsville town, Alabama",2024,1648,72.694,9.102,0.0,14.745,8.131,23.726,acs5_2024_place_demographics
1600000US0107588,place,01,07588,"Blue Ridge CDP, Alabama",2024,1190,94.118,0.672,0.0,2.857,0.672,11.513,acs5_2024_place_demographics
1600000US0107672,place,01,07672,"Blue Springs town, Alabama",2024,100,81.0,14.0,0.0,0.0,0.0,10.0,acs5_2024_place_demographics
1600000US0107912,place,01,07912,"Boaz city, Alabama",2024,10814,78.519,1.665,0.0,17.468,4.957,35.066,acs5_2024_place_demographics
1600000US0108104,place,01,08104,"Boligee town, Alabama",2024,185,9.189,90.811,0.0,0.0,0.0,22.162,acs5_2024_place_demographics
1600000US0108248,place,01,08248,"Bon Air town, Alabama",2024,141,61.702,12.766,0.0,13.475,0.0,34.752,acs5_2024_place_demographics
1600000US0108272,place,01,08272,"Bon Secour CDP, Alabama",2024,2789,78.451,3.478,0.0,17.067,8.283,14.665,acs5_2024_place_demographics
1600000US0108680,place,01,08680,"Boykin CDP, Alabama",2024,239,0.837,99.163,0.0,0.0,0.0,46.862,acs5_2024_place_demographics
1600000US0109016,place,01,09016,"Brantley town, Alabama",2024,888,61.261,28.266,2.365,2.928,3.041,32.658,acs5_2024_place_demographics
1600000US0109064,place,01,09064,"Brantleyville CDP, Alabama",2024,845,90.178,2.722,0.0,6.746,5.325,23.905,acs5_2024_place_demographics
1600000US0109136,place,01,09136,"Brent city, Alabama",2024,4010,35.337,62.045,0.0,0.798,0.748,17.107,acs5_2024_place_demographics
1600000US0109208,place,01,09208,"Brewton city, Alabama",2024,5186,65.407,30.023,0.463,1.87,0.405,19.186,acs5_2024_place_demographics
1600000US0109328,place,01,09328,"Bridgeport city, Alabama",2024,2246,81.923,5.565,0.0,5.922,1.959,24.31,acs5_2024_place_demographics
1600000US0109400,place,01,09400,"Brighton city, Alabama",2024,3079,1.656,66.613,0.0,28.061,10.555,28.029,acs5_2024_place_demographics
1600000US0109424,place,01,09424,"Brilliant town, Alabama",2024,1097,98.359,0.0,0.0,3.646,0.0,17.138,acs5_2024_place_demographics
1600000US0109457,place,01,09457,"Bristow Cove CDP, Alabama",2024,144,100.0,0.0,0.0,0.0,0.0,25.0,acs5_2024_place_demographics
1600000US0109500,place,01,09500,"Brook Highland CDP, Alabama",2024,8146,65.64,20.685,4.333,6.862,8.421,18.438,acs5_2024_place_demographics
1600000US0109736,place,01,09736,"Brookside town, Alabama",2024,1603,56.207,37.929,0.0,0.187,0.374,29.133,acs5_2024_place_demographics
1600000US0109808,place,01,09808,"Brookwood town, Alabama",2024,2706,85.846,2.55,0.0,8.389,3.289,17.443,acs5_2024_place_demographics
1600000US0109880,place,01,09880,"Broomtown CDP, Alabama",2024,279,89.247,0.0,0.0,0.0,0.0,9.319,acs5_2024_place_demographics
1600000US0110240,place,01,10240,"Brundidge city, Alabama",2024,2392,23.871,69.147,0.46,6.647,3.93,28.888,acs5_2024_place_demographics
1600000US0110456,place,01,10456,"Bucks CDP, Alabama",2024,7,0.0,100.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0111032,place,01,11032,"Butler town, Alabama",2024,2386,65.926,24.015,0.126,3.982,1.383,28.206,acs5_2024_place_demographics
1600000US0111416,place,01,11416,"Calera city, Alabama",2024,17714,60.415,30.654,0.881,9.219,4.657,25.268,acs5_2024_place_demographics
1600000US0111488,place,01,11488,"Calvert CDP, Alabama",2024,83,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0111512,place,01,11512,"Camden city, Alabama",2024,1803,28.952,64.615,0.0,0.0,1.608,17.637,acs5_2024_place_demographics
1600000US0111680,place,01,11680,"Camp Hill town, Alabama",2024,1238,17.124,82.795,0.0,0.969,0.0,19.952,acs5_2024_place_demographics
1600000US0112016,place,01,12016,"Carbon Hill city, Alabama",2024,1536,81.055,13.346,0.0,3.125,1.888,18.815,acs5_2024_place_demographics
1600000US0112040,place,01,12040,"Cardiff town, Alabama",2024,125,41.6,58.4,0.0,0.0,0.0,3.2,acs5_2024_place_demographics
1600000US0112070,place,01,12070,"Carlisle-Rockledge CDP, Alabama",2024,1993,90.316,6.222,0.0,4.817,0.151,33.417,acs5_2024_place_demographics
1600000US0112112,place,01,12112,"Carlton CDP, Alabama",2024,35,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0112160,place,01,12160,"Carolina town, Alabama",2024,337,96.439,0.0,2.374,0.0,1.484,29.674,acs5_2024_place_demographics
1600000US0112304,place,01,12304,"Carrollton town, Alabama",2024,781,53.265,43.534,0.0,4.097,3.457,24.712,acs5_2024_place_demographics
1600000US0112496,place,01,12496,"Castleberry town, Alabama",2024,279,70.968,26.882,0.0,0.0,0.0,16.846,acs5_2024_place_demographics
1600000US0112544,place,01,12544,"Catherine CDP, Alabama",2024,8,100.0,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0112760,place,01,12760,"Cedar Bluff town, Alabama",2024,1629,84.776,8.778,1.351,0.614,2.762,23.389,acs5_2024_place_demographics
1600000US0113264,place,01,13264,"Center Point city, Alabama",2024,15914,18.619,71.183,0.107,6.761,4.172,26.442,acs5_2024_place_demographics
1600000US0113648,place,01,13648,"Centre city, Alabama",2024,3700,89.0,7.486,0.0,0.757,0.757,10.405,acs5_2024_place_demographics
1600000US0113672,place,01,13672,"Centreville city, Alabama",2024,2741,67.019,25.246,0.949,2.736,0.0,15.943,acs5_2024_place_demographics
1600000US0114008,place,01,14008,"Chatom town, Alabama",2024,834,61.391,37.77,0.0,0.0,0.0,20.144,acs5_2024_place_demographics
1600000US0114104,place,01,14104,"Chelsea city, Alabama",2024,16260,81.734,8.462,0.818,5.953,2.946,25.148,acs5_2024_place_demographics
1600000US0114152,place,01,14152,"Cherokee town, Alabama",2024,1120,70.357,15.982,0.0,6.875,2.143,27.321,acs5_2024_place_demographics
1600000US0114202,place,01,14202,"Cherokee Ridge town, Alabama",2024,577,99.307,0.0,0.0,0.693,1.213,29.463,acs5_2024_place_demographics
1600000US0114392,place,01,14392,"Chickasaw city, Alabama",2024,6332,41.03,50.648,1.532,3.016,3.064,28.948,acs5_2024_place_demographics
1600000US0114464,place,01,14464,"Childersburg city, Alabama",2024,4655,69.71,25.285,1.976,0.773,1.289,18.711,acs5_2024_place_demographics
1600000US0114728,place,01,14728,"Choccolocco CDP, Alabama",2024,2620,88.435,10.344,0.0,4.542,0.0,17.824,acs5_2024_place_demographics
1600000US0114968,place,01,14968,"Chunchula CDP, Alabama",2024,250,52.8,47.2,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0115064,place,01,15064,"Citronelle city, Alabama",2024,3913,72.553,14.337,1.687,1.508,0.792,15.768,acs5_2024_place_demographics
1600000US0115136,place,01,15136,"Clanton city, Alabama",2024,8958,75.006,15.405,0.502,8.986,3.829,22.728,acs5_2024_place_demographics
1600000US0115256,place,01,15256,"Clay city, Alabama",2024,10273,47.902,42.986,2.473,3.407,2.317,28.171,acs5_2024_place_demographics
1600000US0115304,place,01,15304,"Clayhatchee town, Alabama",2024,414,85.266,0.725,0.0,5.797,0.966,14.734,acs5_2024_place_demographics
1600000US0115376,place,01,15376,"Clayton city, Alabama",2024,2295,35.207,60.697,0.0,1.438,1.264,8.279,acs5_2024_place_demographics
1600000US0115472,place,01,15472,"Cleveland town, Alabama",2024,1182,74.45,0.169,0.0,27.327,12.183,26.565,acs5_2024_place_demographics
1600000US0115640,place,01,15640,"Clio city, Alabama",2024,1422,15.963,51.828,0.07,32.138,18.706,28.833,acs5_2024_place_demographics
1600000US0116000,place,01,16000,"Coaling city, Alabama",2024,2573,79.674,10.338,0.194,9.056,1.866,29.576,acs5_2024_place_demographics
1600000US0116080,place,01,16080,"Coats Bend CDP, Alabama",2024,1630,91.595,7.914,0.0,0.0,0.429,37.853,acs5_2024_place_demographics
1600000US0116240,place,01,16240,"Coffee Springs town, Alabama",2024,283,91.166,0.0,0.0,13.428,1.767,9.541,acs5_2024_place_demographics
1600000US0116264,place,01,16264,"Coffeeville town, Alabama",2024,237,21.097,76.371,0.0,0.0,0.0,15.19,acs5_2024_place_demographics
1600000US0116312,place,01,16312,"Coker town, Alabama",2024,1058,83.554,1.512,0.473,2.079,1.323,22.59,acs5_2024_place_demographics
1600000US0116600,place,01,16600,"Collinsville city, Alabama",2024,1781,49.074,9.714,0.0,49.298,27.569,24.874,acs5_2024_place_demographics
1600000US0116684,place,01,16684,"Colony town, Alabama",2024,343,2.624,89.504,0.875,0.0,0.875,18.659,acs5_2024_place_demographics
1600000US0116744,place,01,16744,"Columbia town, Alabama",2024,785,86.242,10.446,0.0,2.166,0.764,34.395,acs5_2024_place_demographics
1600000US0116768,place,01,16768,"Columbiana city, Alabama",2024,4725,68.508,21.735,0.0,7.026,1.122,16.635,acs5_2024_place_demographics
1600000US0116936,place,01,16936,"Concord CDP, Alabama",2024,1913,93.152,1.359,1.411,0.0,1.411,23.157,acs5_2024_place_demographics
1600000US0117176,place,01,17176,"Coosada town, Alabama",2024,1105,63.077,28.778,0.0,3.258,0.814,22.534,acs5_2024_place_demographics
1600000US0117368,place,01,17368,"Cordova town, Alabama",2024,1511,87.69,9.067,0.0,1.257,0.0,21.112,acs5_2024_place_demographics
1600000US0117704,place,01,17704,"Cottondale CDP, Alabama",2024,2632,43.237,50.532,0.19,2.47,0.494,13.298,acs5_2024_place_demographics
1600000US0117824,place,01,17824,"Cottonwood town, Alabama",2024,971,63.749,29.763,0.515,0.309,0.515,11.535,acs5_2024_place_demographics
1600000US0117968,place,01,17968,"County Line town, Alabama",2024,358,98.045,0.0,0.279,1.397,0.279,9.777,acs5_2024_place_demographics
1600000US0118040,place,01,18040,"Courtland town, Alabama",2024,723,44.26,53.665,0.0,0.0,0.0,24.481,acs5_2024_place_demographics
1600000US0118088,place,01,18088,"Cowarts town, Alabama",2024,2204,76.407,15.018,0.0,2.995,0.59,23.503,acs5_2024_place_demographics
1600000US0118304,place,01,18304,"Creola town, Alabama",2024,2088,80.987,8.573,1.149,2.107,1.149,27.395,acs5_2024_place_demographics
1600000US0118856,place,01,18856,"Crossville town, Alabama",2024,2143,85.628,0.233,0.0,15.492,10.826,26.598,acs5_2024_place_demographics
1600000US0118952,place,01,18952,"Cuba town, Alabama",2024,368,85.326,7.88,0.815,0.0,1.902,27.446,acs5_2024_place_demographics
1600000US0118976,place,01,18976,"Cullman city, Alabama",2024,19319,89.601,0.59,0.295,3.344,2.252,22.755,acs5_2024_place_demographics
1600000US0119024,place,01,19024,"Cullomburg CDP, Alabama",2024,363,87.603,12.397,0.0,0.0,0.0,40.496,acs5_2024_place_demographics
1600000US0119216,place,01,19216,"Cusseta town, Alabama",2024,148,85.811,0.0,2.027,12.162,3.378,12.162,acs5_2024_place_demographics
1600000US0119336,place,01,19336,"Dadeville city, Alabama",2024,2993,59.305,35.55,0.0,0.134,0.902,19.679,acs5_2024_place_demographics
1600000US0119360,place,01,19360,"Daleville city, Alabama",2024,4919,51.413,33.828,4.046,3.72,9.108,14.637,acs5_2024_place_demographics
1600000US0119648,place,01,19648,"Daphne city, Alabama",2024,29453,75.317,15.615,2.0,6.088,4.356,24.415,acs5_2024_place_demographics
1600000US0119744,place,01,19744,"Dauphin Island town, Alabama",2024,1852,92.873,1.836,0.0,4.374,0.594,9.341,acs5_2024_place_demographics
1600000US0119816,place,01,19816,"Daviston town, Alabama",2024,193,85.492,4.663,0.518,2.591,0.518,30.57,acs5_2024_place_demographics
1600000US0119912,place,01,19912,"Dayton town, Alabama",2024,46,21.739,78.261,0.0,0.0,0.0,2.174,acs5_2024_place_demographics
1600000US0120008,place,01,20008,"Deatsville town, Alabama",2024,2097,47.353,38.484,0.715,4.006,2.146,22.651,acs5_2024_place_demographics
1600000US0120104,place,01,20104,"Decatur city, Alabama",2024,57361,58.235,24.203,0.865,16.466,8.52,23.821,acs5_2024_place_demographics
1600000US0120152,place,01,20152,"Deer Park CDP, Alabama",2024,45,93.333,6.667,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0120272,place,01,20272,"Delta CDP, Alabama",2024,225,100.0,0.0,0.0,0.0,0.0,20.889,acs5_2024_place_demographics
1600000US0120296,place,01,20296,"Demopolis city, Alabama",2024,6908,51.071,43.182,0.579,2.533,2.215,21.468,acs5_2024_place_demographics
1600000US0120392,place,01,20392,"Detroit town, Alabama",2024,189,57.672,32.275,0.0,0.0,0.529,31.217,acs5_2024_place_demographics
1600000US0120955,place,01,20955,"Dodge City town, Alabama",2024,494,88.866,0.0,0.0,0.0,0.0,20.445,acs5_2024_place_demographics
1600000US0121136,place,01,21136,"Dora city, Alabama",2024,2668,75.075,17.766,3.973,1.462,2.399,26.874,acs5_2024_place_demographics
1600000US0121184,place,01,21184,"Dothan city, Alabama",2024,71514,55.698,35.859,1.478,4.789,3.685,22.569,acs5_2024_place_demographics
1600000US0121280,place,01,21280,"Double Springs town, Alabama",2024,1068,88.764,3.09,0.0,3.745,0.281,15.73,acs5_2024_place_demographics
1600000US0121328,place,01,21328,"Douglas town, Alabama",2024,1113,73.854,0.0,0.0,25.966,5.121,36.837,acs5_2024_place_demographics
1600000US0121448,place,01,21448,"Dozier town, Alabama",2024,385,39.74,57.143,0.0,0.0,0.0,37.922,acs5_2024_place_demographics
1600000US0121890,place,01,21890,"Dunnavant CDP, Alabama",2024,966,93.271,0.0,0.0,0.0,0.0,13.768,acs5_2024_place_demographics
1600000US0121952,place,01,21952,"Dutton town, Alabama",2024,435,91.264,0.0,0.46,2.989,2.299,19.31,acs5_2024_place_demographics
1600000US0122088,place,01,22088,"Eagle Point CDP, Alabama",2024,3110,81.222,2.958,7.235,3.376,5.434,22.444,acs5_2024_place_demographics
1600000US0122216,place,01,22216,"East Brewton city, Alabama",2024,3168,38.605,44.034,0.0,2.588,0.852,38.258,acs5_2024_place_demographics
1600000US0122504,place,01,22504,"East Point CDP, Alabama",2024,293,100.0,0.0,0.0,0.0,0.0,48.464,acs5_2024_place_demographics
1600000US0122816,place,01,22816,"Eclectic town, Alabama",2024,1141,82.997,7.625,0.0,0.0,0.526,22.349,acs5_2024_place_demographics
1600000US0123032,place,01,23032,"Edgewater CDP, Alabama",2024,670,22.239,73.433,0.0,4.328,4.328,4.627,acs5_2024_place_demographics
1600000US0123176,place,01,23176,"Edwardsville town, Alabama",2024,238,99.16,0.0,0.84,0.0,2.521,30.672,acs5_2024_place_demographics
1600000US0123224,place,01,23224,"Egypt CDP, Alabama",2024,616,99.026,0.0,0.0,0.0,0.0,25.0,acs5_2024_place_demographics
1600000US0123296,place,01,23296,"Elba city, Alabama",2024,3468,52.537,34.083,1.788,1.73,2.595,17.676,acs5_2024_place_demographics
1600000US0123320,place,01,23320,"Elberta town, Alabama",2024,2293,86.742,0.262,0.523,7.239,7.065,18.709,acs5_2024_place_demographics
1600000US0123344,place,01,23344,"Eldridge town, Alabama",2024,133,92.481,6.015,0.0,3.008,0.752,30.075,acs5_2024_place_demographics
1600000US0123488,place,01,23488,"Elkmont town, Alabama",2024,264,87.121,8.712,1.136,0.0,1.136,10.606,acs5_2024_place_demographics
1600000US0123656,place,01,23656,"Elmore town, Alabama",2024,1517,67.765,23.072,0.33,9.361,6.065,25.049,acs5_2024_place_demographics
1600000US0123872,place,01,23872,"Emelle town, Alabama",2024,48,0.0,100.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0123880,place,01,23880,"Emerald Mountain CDP, Alabama",2024,3535,76.803,18.388,0.0,4.272,0.566,32.221,acs5_2024_place_demographics
1600000US0124184,place,01,24184,"Enterprise city, Alabama",2024,29505,65.125,20.417,1.525,11.913,6.168,25.518,acs5_2024_place_demographics
1600000US0124256,place,01,24256,"Epes town, Alabama",2024,354,0.282,99.718,0.0,0.0,0.0,38.983,acs5_2024_place_demographics
1600000US0124280,place,01,24280,"Equality CDP, Alabama",2024,93,98.925,0.0,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0124472,place,01,24472,"Ethelsville town, Alabama",2024,51,90.196,9.804,0.0,0.0,0.0,1.961,acs5_2024_place_demographics
1600000US0124568,place,01,24568,"Eufaula city, Alabama",2024,12584,45.01,44.406,0.373,7.001,3.147,25.318,acs5_2024_place_demographics
1600000US0124616,place,01,24616,"Eunola CDP, Alabama",2024,155,71.613,28.387,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0124664,place,01,24664,"Eutaw city, Alabama",2024,2786,12.276,85.642,0.108,0.108,0.144,26.956,acs5_2024_place_demographics
1600000US0124688,place,01,24688,"Eva town, Alabama",2024,845,95.74,0.0,0.0,2.604,2.604,16.331,acs5_2024_place_demographics
1600000US0124808,place,01,24808,"Evergreen city, Alabama",2024,3404,30.2,67.068,0.0,0.793,1.616,24.177,acs5_2024_place_demographics
1600000US0124880,place,01,24880,"Excel town, Alabama",2024,524,83.969,5.534,2.29,0.0,2.29,30.916,acs5_2024_place_demographics
1600000US0125120,place,01,25120,"Fairfield city, Alabama",2024,9728,6.723,90.748,0.062,0.236,0.617,25.925,acs5_2024_place_demographics
1600000US0125216,place,01,25216,"Fairford CDP, Alabama",2024,150,28.667,71.333,0.0,0.0,0.0,0.0,acs5_2024_place_demographics
1600000US0125240,place,01,25240,"Fairhope city, Alabama",2024,24190,88.909,3.249,0.604,4.737,3.249,21.294,acs5_2024_place_demographics
1600000US0125384,place,01,25384,"Fairview town, Alabama",2024,796,86.558,0.251,1.508,7.412,4.02,30.528,acs5_2024_place_demographics
1600000US0125648,place,01,25648,"Falkville town, Alabama",2024,1606,80.635,4.421,5.978,0.56,7.41,14.384,acs5_2024_place_demographics
1600000US0125816,place,01,25816,"Faunsdale town, Alabama",2024,140,78.571,21.429,0.0,0.0,0.0,33.571,acs5_2024_place_demographics
1600000US0125840,place,01,25840,"Fayette city, Alabama",2024,4164,69.428,20.197,0.0,1.537,0.0,23.415,acs5_2024_place_demographics
1600000US0125864,place,01,25864,"Fayetteville CDP, Alabama",2024,1154,79.116,2.86,5.546,0.0,3.553,17.678,acs5_2024_place_demographics
1600000US0126152,place,01,26152,"Fitzpatrick CDP, Alabama",2024,0,,,,,,,acs5_2024_place_demographics
1600000US0126200,place,01,26200,"Five Points town, Alabama",2024,139,61.871,37.41,0.0,0.0,0.0,6.475,acs5_2024_place_demographics
1600000US0126824,place,01,26824,"Flomaton town, Alabama",2024,1535,62.801,30.945,0.0,0.0,0.195,30.945,acs5_2024_place_demographics
1600000US0126848,place,01,26848,"Florala town, Alabama",2024,1822,71.35,19.978,0.0,6.037,3.238,17.124,acs5_2024_place_demographics
1600000US0126896,place,01,26896,"Florence city, Alabama",2024,41701,72.08,15.997,0.897,5.93,4.218,18.199,acs5_2024_place_demographics
1600000US0126992,place,01,26992,"Foley city, Alabama",2024,24026,77.953,6.268,2.864,9.336,6.618,15.562,acs5_2024_place_demographics
1600000US0127088,place,01,27088,"Forestdale CDP, Alabama",2024,9742,22.408,72.778,0.452,3.89,1.714,20.56,acs5_2024_place_demographics
1600000US0127376,place,01,27376,"Forkland town, Alabama",2024,660,9.697,89.697,0.0,1.061,0.0,12.879,acs5_2024_place_demographics
1600000US0127520,place,01,27520,"Fort Deposit town, Alabama",2024,1525,13.311,85.311,0.0,0.0,0.0,29.18,acs5_2024_place_demographics
1600000US0127616,place,01,27616,"Fort Payne city, Alabama",2024,14927,75.595,1.3,0.228,23.702,9.339,26.348,acs5_2024_place_demographics
1600000US0127640,place,01,27640,"Fort Rucker CDP, Alabama",2024,4705,67.099,6.589,4.973,18.682,3.571,37.003,acs5_2024_place_demographics
1600000US0128024,place,01,28024,"Franklin town, Alabama",2024,981,18.043,69.521,0.0,0.51,2.345,13.15,acs5_2024_place_demographics
1600000US0128120,place,01,28120,"Fredonia CDP, Alabama",2024,329,61.398,38.602,0.0,0.0,0.0,37.082,acs5_2024_place_demographics
1600000US0128312,place,01,28312,"Frisco City town, Alabama",2024,1416,50.141,46.822,0.0,1.201,1.342,17.302,acs5_2024_place_demographics
1600000US0128408,place,01,28408,"Fruitdale CDP, Alabama",2024,66,51.515,48.485,0.0,15.152,0.0,0.0,acs5_2024_place_demographics
1600000US0128432,place,01,28432,"Fruithurst town, Alabama",2024,554,89.17,0.0,0.0,3.791,2.347,37.365,acs5_2024_place_demographics
1600000US0128504,place,01,28504,"Fulton town, Alabama",2024,431,69.606,30.394,0.0,0.0,0.0,37.587,acs5_2024_place_demographics
