census_geoid,geography_name,state_fips,place_fips,nces_school_count,nces_district_count,match_method,confidence,validation_status,notes
1600000US1312624,"Camilla city, Georgia",13,12624,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1312988,"Canton city, Georgia",13,12988,20,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1313352,"Carnesville city, Georgia",13,13352,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1313492,"Carrollton city, Georgia",13,13492,11,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1313688,"Cartersville city, Georgia",13,13688,10,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1314024,"Cataula CDP, Georgia",13,14024,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1314108,"Cave Spring city, Georgia",13,14108,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1314500,"Cedartown city, Georgia",13,14500,7,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1314920,"Centerville city, Georgia",13,14920,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1315172,"Chamblee city, Georgia",13,15172,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1315508,"Chatsworth city, Georgia",13,15508,9,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1315984,"Chickamauga city, Georgia",13,15984,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1316460,"Clarkesville city, Georgia",13,16460,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1316544,"Clarkston city, Georgia",13,16544,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1316600,"Claxton city, Georgia",13,16600,5,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1316824,"Cleveland city, Georgia",13,16824,6,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1317328,"Cochran city, Georgia",13,17328,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1317496,"Cohutta city, Georgia",13,17496,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1317552,"Colbert city, Georgia",13,17552,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1317776,"College Park city, Georgia",13,17776,20,4,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1317832,"Collins city, Georgia",13,17832,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1318000,"Colquitt city, Georgia",13,18000,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1319000,"Columbus city, Georgia",13,19000,49,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1319084,"Comer city, Georgia",13,19084,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1319112,"Commerce city, Georgia",13,19112,7,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1319280,"Conley CDP, Georgia",13,19280,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1319336,"Conyers city, Georgia",13,19336,17,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1319616,"Cordele city, Georgia",13,19616,6,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1319728,"Cornelia city, Georgia",13,19728,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1320064,"Covington city, Georgia",13,20064,21,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1320288,"Crawford city, Georgia",13,20288,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1320316,"Crawfordville city, Georgia",13,20316,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1320932,"Cumming city, Georgia",13,20932,30,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321072,"Cuthbert city, Georgia",13,21072,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321184,"Dacula city, Georgia",13,21184,8,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321240,"Dahlonega city, Georgia",13,21240,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321324,"Dallas city, Georgia",13,21324,20,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321380,"Dalton city, Georgia",13,21380,28,3,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321632,"Danielsville city, Georgia",13,21632,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321716,"Darien city, Georgia",13,21716,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321912,"Dawson city, Georgia",13,21912,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1321940,"Dawsonville city, Georgia",13,21940,8,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1322024,"Dearing town, Georgia",13,22024,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1322052,"Decatur city, Georgia",13,22052,41,4,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1322304,"Demorest city, Georgia",13,22304,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1322752,"Dexter town, Georgia",13,22752,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1323284,"Doerun city, Georgia",13,23284,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1323368,"Donalsonville city, Georgia",13,23368,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1323536,"Doraville city, Georgia",13,23536,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1323872,"Douglas city, Georgia",13,23872,8,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1323900,"Douglasville city, Georgia",13,23900,29,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1324376,"Dublin city, Georgia",13,24376,8,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1324488,"Dudley city, Georgia",13,24488,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1324600,"Duluth city, Georgia",13,24600,20,4,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1324768,"Dunwoody city, Georgia",13,24768,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1325300,"East Dublin city, Georgia",13,25300,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1325720,"East Point city, Georgia",13,25720,10,3,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1325552,"Eastman city, Georgia",13,25552,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1326084,"Eatonton city, Georgia",13,26084,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1326448,"Edison city, Georgia",13,26448,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1326616,"Elberton city, Georgia",13,26616,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1326980,"Ellaville city, Georgia",13,26980,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1327064,"Ellerslie CDP, Georgia",13,27064,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1327092,"Ellijay city, Georgia",13,27092,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1327344,"Emerson city, Georgia",13,27344,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1327932,"Eton city, Georgia",13,27932,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1327988,"Euharlee city, Georgia",13,27988,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1328044,"Evans CDP, Georgia",13,28044,15,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1328380,"Fairburn city, Georgia",13,28380,9,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1328492,"Fairmount city, Georgia",13,28492,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1328968,"Fayetteville city, Georgia",13,28968,14,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1329528,"Fitzgerald city, Georgia",13,29528,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1330340,"Flowery Branch city, Georgia",13,30340,9,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1330424,"Folkston city, Georgia",13,30424,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1330536,"Forest Park city, Georgia",13,30536,7,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1330732,"Forsyth city, Georgia",13,30732,6,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1330816,"Fort Gaines city, Georgia",13,30816,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1330956,"Fort Oglethorpe city, Georgia",13,30956,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1331096,"Fort Valley city, Georgia",13,31096,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1331292,"Franklin city, Georgia",13,31292,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1331684,"Funston city, Georgia",13,31684,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1331908,"Gainesville city, Georgia",13,31908,35,4,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1332048,"Garden City city, Georgia",13,32048,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1332482,"Georgetown CDP, Georgia",13,32482,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1332748,"Gibson city, Georgia",13,32748,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1333336,"Glennville city, Georgia",13,33336,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1334428,"Grantville city, Georgia",13,34428,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1334512,"Gray city, Georgia",13,34512,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1334596,"Grayson city, Georgia",13,34596,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1334876,"Greensboro city, Georgia",13,34876,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1335016,"Greenville city, Georgia",13,35016,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1335324,"Griffin city, Georgia",13,35324,18,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1335716,"Grovetown city, Georgia",13,35716,8,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1335884,"Guyton city, Georgia",13,35884,7,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1336052,"Hahira city, Georgia",13,36052,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1336220,"Hamilton city, Georgia",13,36220,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1336276,"Hampton city, Georgia",13,36276,15,3,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1336472,"Hapeville city, Georgia",13,36472,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1336696,"Harlem city, Georgia",13,36696,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1337144,"Hartwell city, Georgia",13,37144,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1337396,"Hawkinsville city, Georgia",13,37396,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1337564,"Hazlehurst city, Georgia",13,37564,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1338040,"Hephzibah city, Georgia",13,38040,10,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1338124,"Hiawassee city, Georgia",13,38124,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1338964,"Hinesville city, Georgia",13,38964,10,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1339076,"Hiram city, Georgia",13,39076,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1339216,"Hoboken city, Georgia",13,39216,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1339244,"Hogansville city, Georgia",13,39244,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1339720,"Homer town, Georgia",13,39720,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1339748,"Homerville city, Georgia",13,39748,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1340056,"Hoschton city, Georgia",13,40056,5,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1340532,"Hull city, Georgia",13,40532,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1340840,"Ila city, Georgia",13,40840,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1341400,"Irwinton city, Georgia",13,41400,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1341596,"Jackson city, Georgia",13,41596,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1341932,"Jasper city, Georgia",13,41932,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1341988,"Jefferson city, Georgia",13,41988,6,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1342100,"Jeffersonville city, Georgia",13,42100,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1342268,"Jesup city, Georgia",13,42268,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1342425,"Johns Creek city, Georgia",13,42425,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1342604,"Jonesboro city, Georgia",13,42604,22,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1343192,"Kennesaw city, Georgia",13,43192,16,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1343640,"Kingsland city, Georgia",13,43640,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1343668,"Kingston city, Georgia",13,43668,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1344340,"LaGrange city, Georgia",13,44340,16,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1344508,"Lake City city, Georgia",13,44508,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1344704,"Lake Park city, Georgia",13,44704,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1344592,"Lakeland city, Georgia",13,44592,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1345460,"Lavonia city, Georgia",13,45460,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1345488,"Lawrenceville city, Georgia",13,45488,37,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1345768,"Leesburg city, Georgia",13,45768,8,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1346188,"Lexington city, Georgia",13,46188,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1346356,"Lilburn city, Georgia",13,46356,13,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1346552,"Lincolnton city, Georgia",13,46552,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1346580,"Lindale CDP, Georgia",13,46580,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1346832,"Lithia Springs CDP, Georgia",13,46832,7,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1346860,"Lithonia city, Georgia",13,46860,20,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1347140,"Locust Grove city, Georgia",13,47140,9,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1347196,"Loganville city, Georgia",13,47196,14,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1347336,"Lookout Mountain city, Georgia",13,47336,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1347560,"Louisville city, Georgia",13,47560,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1347784,"Ludowici city, Georgia",13,47784,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1347896,"Lula city, Georgia",13,47896,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1347980,"Lumpkin city, Georgia",13,47980,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1348008,"Luthersville city, Georgia",13,48008,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1348092,"Lyerly town, Georgia",13,48092,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1348232,"Lyons city, Georgia",13,48232,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1348288,"Mableton city, Georgia",13,48288,9,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1349196,"Madison city, Georgia",13,49196,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1349532,"Manchester city, Georgia",13,49532,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1349616,"Mansfield city, Georgia",13,49616,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1349756,"Marietta city, Georgia",13,49756,60,3,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1350036,"Martinez CDP, Georgia",13,50036,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1350484,"Maysville town, Georgia",13,50484,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1348624,"McDonough city, Georgia",13,48624,19,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1350848,"Menlo city, Georgia",13,50848,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1351072,"Metter city, Georgia",13,51072,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1351352,"Midway city, Georgia",13,51352,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1351492,"Milledgeville city, Georgia",13,51492,7,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1351520,"Millen city, Georgia",13,51520,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1351670,"Milton city, Georgia",13,51670,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1352192,"Monroe city, Georgia",13,52192,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1352304,"Montezuma city, Georgia",13,52304,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1352416,"Monticello city, Georgia",13,52416,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1352668,"Moreland town, Georgia",13,52668,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1352724,"Morganton city, Georgia",13,52724,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1353004,"Morrow city, Georgia",13,53004,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1353032,"Morven city, Georgia",13,53032,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1353060,"Moultrie city, Georgia",13,53060,8,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1353284,"Mount Airy town, Georgia",13,53284,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1353508,"Mount Vernon city, Georgia",13,53508,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1354124,"Nahunta city, Georgia",13,54124,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1354264,"Nashville city, Georgia",13,54264,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1355020,"Newnan city, Georgia",13,55020,19,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1355244,"Newton city, Georgia",13,55244,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1355440,"Nicholls city, Georgia",13,55440,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1355776,"Norcross city, Georgia",13,55776,13,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1355860,"Norman Park city, Georgia",13,55860,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1357260,"Oakwood city, Georgia",13,57260,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1357428,"Ocilla city, Georgia",13,57428,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US1357540,"Odum city, Georgia",13,57540,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
