census_geoid,geography_name,state_fips,place_fips,nces_school_count,nces_district_count,match_method,confidence,validation_status,notes
1600000US0100124,"Abbeville city, Alabama",01,00124,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0100460,"Adamsville city, Alabama",01,00460,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0100484,"Addison town, Alabama",01,00484,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0100820,"Alabaster city, Alabama",01,00820,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0100988,"Albertville city, Alabama",01,00988,8,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0101132,"Alexander City city, Alabama",01,01132,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0101180,"Alexandria CDP, Alabama",01,01180,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0101228,"Aliceville city, Alabama",01,01228,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0101660,"Altoona town, Alabama",01,01660,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0101708,"Andalusia city, Alabama",01,01708,7,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0101852,"Anniston city, Alabama",01,01852,16,3,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0102116,"Arab city, Alabama",01,02116,5,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0102260,"Ardmore town, Alabama",01,02260,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0102428,"Ariton town, Alabama",01,02428,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0102500,"Arley town, Alabama",01,02500,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0102836,"Ashford city, Alabama",01,02836,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0102860,"Ashland town, Alabama",01,02860,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0102908,"Ashville city, Alabama",01,02908,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0102956,"Athens city, Alabama",01,02956,15,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0103004,"Atmore city, Alabama",01,03004,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0103028,"Attalla city, Alabama",01,03028,7,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0103076,"Auburn city, Alabama",01,03076,14,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0103220,"Autaugaville town, Alabama",01,03220,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0103508,"Axis CDP, Alabama",01,03508,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0103676,"Baileyton town, Alabama",01,03676,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0103940,"Banks town, Alabama",01,03940,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0104660,"Bay Minette city, Alabama",01,04660,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0104684,"Bayou La Batre city, Alabama",01,04684,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0104852,"Bear Creek town, Alabama",01,04852,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0104900,"Beatrice town, Alabama",01,04900,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0105932,"Berry town, Alabama",01,05932,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0105980,"Bessemer city, Alabama",01,05980,16,5,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0106460,"Billingsley town, Alabama",01,06460,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0107000,"Birmingham city, Alabama",01,07000,67,7,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0107456,"Blountsville town, Alabama",01,07456,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0107912,"Boaz city, Alabama",01,07912,7,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0108272,"Bon Secour CDP, Alabama",01,08272,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0109016,"Brantley town, Alabama",01,09016,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0109136,"Brent city, Alabama",01,09136,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0109208,"Brewton city, Alabama",01,09208,5,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0109328,"Bridgeport city, Alabama",01,09328,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0109400,"Brighton city, Alabama",01,09400,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0109424,"Brilliant town, Alabama",01,09424,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0109808,"Brookwood town, Alabama",01,09808,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0110240,"Brundidge city, Alabama",01,10240,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0111032,"Butler town, Alabama",01,11032,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0111416,"Calera city, Alabama",01,11416,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0111512,"Camden city, Alabama",01,11512,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0111680,"Camp Hill town, Alabama",01,11680,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0112016,"Carbon Hill city, Alabama",01,12016,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0112304,"Carrollton town, Alabama",01,12304,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0112496,"Castleberry town, Alabama",01,12496,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0112760,"Cedar Bluff town, Alabama",01,12760,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0113264,"Center Point city, Alabama",01,13264,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0113648,"Centre city, Alabama",01,13648,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0113672,"Centreville city, Alabama",01,13672,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0114008,"Chatom town, Alabama",01,14008,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0114104,"Chelsea city, Alabama",01,14104,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0114152,"Cherokee town, Alabama",01,14152,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0114392,"Chickasaw city, Alabama",01,14392,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0114464,"Childersburg city, Alabama",01,14464,5,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0115064,"Citronelle city, Alabama",01,15064,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0115136,"Clanton city, Alabama",01,15136,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0115256,"Clay city, Alabama",01,15256,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0115376,"Clayton city, Alabama",01,15376,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0115472,"Cleveland town, Alabama",01,15472,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0116312,"Coker town, Alabama",01,16312,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0116600,"Collinsville city, Alabama",01,16600,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0116744,"Columbia town, Alabama",01,16744,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0116768,"Columbiana city, Alabama",01,16768,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0117176,"Coosada town, Alabama",01,17176,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0117368,"Cordova town, Alabama",01,17368,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0117704,"Cottondale CDP, Alabama",01,17704,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0117824,"Cottonwood town, Alabama",01,17824,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0176584,"Town Creek town, Alabama",01,76584,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0118856,"Crossville town, Alabama",01,18856,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0118976,"Cullman city, Alabama",01,18976,20,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0119336,"Dadeville city, Alabama",01,19336,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0119360,"Daleville city, Alabama",01,19360,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0119648,"Daphne city, Alabama",01,19648,7,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0119744,"Dauphin Island town, Alabama",01,19744,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0120008,"Deatsville town, Alabama",01,20008,7,3,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0120104,"Decatur city, Alabama",01,20104,23,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0120296,"Demopolis city, Alabama",01,20296,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0121136,"Dora city, Alabama",01,21136,3,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0121184,"Dothan city, Alabama",01,21184,22,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0121280,"Double Springs town, Alabama",01,21280,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0121328,"Douglas town, Alabama",01,21328,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0121952,"Dutton town, Alabama",01,21952,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0122216,"East Brewton city, Alabama",01,22216,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0122816,"Eclectic town, Alabama",01,22816,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0123296,"Elba city, Alabama",01,23296,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0123320,"Elberta town, Alabama",01,23320,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0123488,"Elkmont town, Alabama",01,23488,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0123656,"Elmore town, Alabama",01,23656,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0124184,"Enterprise city, Alabama",01,24184,10,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0124568,"Eufaula city, Alabama",01,24568,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0124664,"Eutaw city, Alabama",01,24664,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0124688,"Eva town, Alabama",01,24688,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0124808,"Evergreen city, Alabama",01,24808,7,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0124880,"Excel town, Alabama",01,24880,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0125120,"Fairfield city, Alabama",01,25120,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0125240,"Fairhope city, Alabama",01,25240,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0125648,"Falkville town, Alabama",01,25648,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0125840,"Fayette city, Alabama",01,25840,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0126824,"Flomaton town, Alabama",01,26824,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0126848,"Florala town, Alabama",01,26848,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0126896,"Florence city, Alabama",01,26896,14,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0126992,"Foley city, Alabama",01,26992,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0127520,"Fort Deposit town, Alabama",01,27520,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0127616,"Fort Payne city, Alabama",01,27616,7,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0128408,"Fruitdale CDP, Alabama",01,28408,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0128432,"Fruithurst town, Alabama",01,28432,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0128552,"Fultondale city, Alabama",01,28552,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0128672,"Fyffe town, Alabama",01,28672,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0128696,"Gadsden city, Alabama",01,28696,19,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0129056,"Gardendale city, Alabama",01,29056,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0129296,"Gaylesville town, Alabama",01,29296,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0129464,"Geneva city, Alabama",01,29464,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0129560,"Georgiana town, Alabama",01,29560,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0129608,"Geraldine town, Alabama",01,29608,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0129704,"Gilbertown town, Alabama",01,29704,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0129992,"Glencoe city, Alabama",01,29992,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0130736,"Gordo town, Alabama",01,30736,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0130880,"Goshen town, Alabama",01,30880,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0131024,"Grand Bay CDP, Alabama",01,31024,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0131096,"Grant town, Alabama",01,31096,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0131384,"Graysville city, Alabama",01,31384,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0131720,"Greensboro city, Alabama",01,31720,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0131912,"Greenville city, Alabama",01,31912,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132080,"Grove Hill town, Alabama",01,32080,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132224,"Guin city, Alabama",01,32224,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132272,"Gulf Shores city, Alabama",01,32272,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132416,"Guntersville city, Alabama",01,32416,9,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132440,"Gurley town, Alabama",01,32440,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132560,"Hackleburg town, Alabama",01,32560,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132704,"Haleyville city, Alabama",01,32704,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132848,"Hamilton city, Alabama",01,32848,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0132968,"Hanceville city, Alabama",01,32968,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0133424,"Hartford city, Alabama",01,33424,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0133448,"Hartselle city, Alabama",01,33448,7,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0133472,"Harvest CDP, Alabama",01,33472,6,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0133640,"Hayden town, Alabama",01,33640,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0133712,"Hayneville town, Alabama",01,33712,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0133808,"Hazel Green CDP, Alabama",01,33808,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0133856,"Headland city, Alabama",01,33856,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0133976,"Heflin city, Alabama",01,33976,6,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0134024,"Helena city, Alabama",01,34024,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0134096,"Henagar city, Alabama",01,34096,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0135152,"Hobson City town, Alabama",01,35152,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0135392,"Hokes Bluff city, Alabama",01,35392,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0135560,"Holly Pond town, Alabama",01,35560,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0135632,"Hollywood town, Alabama",01,35632,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0135800,"Homewood city, Alabama",01,35800,5,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0135896,"Hoover city, Alabama",01,35896,18,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0136448,"Hueytown city, Alabama",01,36448,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0137000,"Huntsville city, Alabama",01,37000,52,3,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0137312,"Ider town, Alabama",01,37312,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0137864,"Irondale city, Alabama",01,37864,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0138152,"Jackson city, Alabama",01,38152,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0138272,"Jacksonville city, Alabama",01,38272,5,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0138416,"Jasper city, Alabama",01,38416,11,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0138608,"Jemison city, Alabama",01,38608,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0139784,"Killen town, Alabama",01,39784,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0139856,"Kimberly city, Alabama",01,39856,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0140096,"Kinston town, Alabama",01,40096,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0141296,"Lanett city, Alabama",01,41296,4,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0141968,"Leeds city, Alabama",01,41968,4,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0142160,"Leighton town, Alabama",01,42160,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0142304,"Leroy CDP, Alabama",01,42304,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0142352,"Lester town, Alabama",01,42352,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0142640,"Lexington town, Alabama",01,42640,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0143120,"Lincoln city, Alabama",01,43120,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0143240,"Linden town, Alabama",01,43240,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0143264,"Lineville city, Alabama",01,43264,3,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0143336,"Lipscomb city, Alabama",01,43336,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0143720,"Livingston city, Alabama",01,43720,5,2,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0143744,"Loachapoka town, Alabama",01,43744,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0143816,"Lockhart town, Alabama",01,43816,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0143888,"Locust Fork town, Alabama",01,43888,2,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
1600000US0144344,"Louisville town, Alabama",01,44344,1,1,nces_school_city_to_census_place_name,low,candidate_only,Mailing-city name match; not a geographic attendance-boundary join.
